gene	cluster
MA_106305g0010	Cluster4
MA_10434671g0010	Cluster4
MA_10435358g0010	Cluster4
MA_7551873g0010	Cluster4
MA_8812902g0010	Cluster4
MA_8320g0010	Cluster4
MA_834492g0010	Cluster4
MA_8208259g0010	Cluster4
MA_34977g0010	Cluster4
MA_536g0010	Cluster4
MA_10255618g0010	Cluster4
MA_8764052g0010	Cluster4
MA_10176945g0010	Cluster4
MA_4514945g0010	Cluster4
MA_113167g0010	Cluster4
MA_9925244g0010	Cluster4
MA_133879g0010	Cluster4
MA_625591g0010	Cluster4
MA_8493953g0010	Cluster4
MA_9747027g0010	Cluster4
MA_5336485g0010	Cluster4
MA_749379g0010	Cluster4
MA_6442104g0010	Cluster4
MA_217478g0010	Cluster4
MA_17226g0010	Cluster4
MA_9597g0030	Cluster4
MA_130621g0010	Cluster4
MA_9399003g0010	Cluster4
MA_82777g0010	Cluster4
MA_8574220g0010	Cluster4
MA_10427584g0010	Cluster4
MA_4127618g0010	Cluster4
MA_16171g0010	Cluster4
MA_32142g0010	Cluster4
MA_19538g0010	Cluster4
MA_72741g0010	Cluster4
MA_356813g0010	Cluster4
MA_864870g0010	Cluster4
MA_15498g0010	Cluster4
MA_679956g0010	Cluster4
MA_50461g0020	Cluster4
MA_10436387g0010	Cluster4
MA_8475148g0010	Cluster4
MA_165639g0010	Cluster4
MA_10426130g0010	Cluster4
MA_10431936g0010	Cluster4
MA_10427069g0010	Cluster4
MA_5300556g0010	Cluster4
MA_8372452g0010	Cluster4
MA_168767g0010	Cluster4
MA_10030665g0010	Cluster4
MA_8405210g0010	Cluster4
MA_10428506g0010	Cluster4
MA_104305g0010	Cluster4
MA_8304522g0010	Cluster4
MA_9999470g0010	Cluster4
MA_9460g0010	Cluster4
MA_9608290g0010	Cluster4
MA_10427378g0010	Cluster4
MA_10436741g0010	Cluster4
MA_9703897g0010	Cluster4
MA_10430353g0010	Cluster4
MA_2127g0010	Cluster4
MA_122410g0010	Cluster4
MA_19653g0010	Cluster4
MA_10427329g0010	Cluster4
MA_53905g0010	Cluster4
MA_4733757g0010	Cluster4
MA_772986g0010	Cluster4
MA_88334g0010	Cluster4
MA_423569g0010	Cluster4
MA_216716g0010	Cluster4
MA_10430344g0010	Cluster4
MA_10432890g0010	Cluster4
MA_10131732g0010	Cluster4
MA_305381g0010	Cluster4
MA_730707g0010	Cluster4
MA_3329825g0010	Cluster4
MA_10435780g0010	Cluster4
MA_29523g0010	Cluster4
MA_10122543g0020	Cluster4
MA_793573g0010	Cluster4
MA_6934376g0010	Cluster4
MA_9901411g0010	Cluster4
MA_119631g0010	Cluster4
MA_203099g0010	Cluster4
MA_9331658g0010	Cluster4
MA_168000g0010	Cluster4
MA_10219997g0010	Cluster4
MA_111720g0010	Cluster4
MA_64401g0010	Cluster4
MA_127544g0010	Cluster4
MA_921198g0010	Cluster4
MA_169948g0010	Cluster4
MA_2197g0010	Cluster4
MA_371485g0010	Cluster4
MA_10428903g0010	Cluster4
MA_10436246g0010	Cluster4
MA_536531g0010	Cluster4
MA_425855g0010	Cluster4
MA_212458g0010	Cluster4
MA_134558g0010	Cluster4
MA_8769g0010	Cluster4
MA_108638g0010	Cluster4
MA_656580g0010	Cluster4
MA_10435456g0030	Cluster4
MA_137163g0020	Cluster4
MA_9018915g0010	Cluster4
MA_5257g0020	Cluster4
MA_10436781g0010	Cluster4
MA_337512g0010	Cluster4
MA_8400g0010	Cluster4
MA_736230g0010	Cluster4
MA_10437002g0010	Cluster4
MA_5129492g0010	Cluster4
MA_10268909g0010	Cluster4
MA_467104g0010	Cluster4
MA_32409g0010	Cluster4
MA_9734805g0010	Cluster4
MA_7749615g0010	Cluster4
MA_10429228g0010	Cluster4
MA_10431090g0010	Cluster4
MA_10430125g0010	Cluster4
MA_958537g0010	Cluster4
MA_10255358g0010	Cluster4
MA_9963324g0010	Cluster4
MA_10431163g0010	Cluster4
MA_69370g0010	Cluster4
MA_128596g0010	Cluster4
MA_10427201g0010	Cluster4
MA_114805g0010	Cluster4
MA_10426984g0010	Cluster4
MA_10117092g0010	Cluster4
MA_8263680g0010	Cluster4
MA_159710g0010	Cluster4
MA_3954384g0010	Cluster4
MA_10435893g0010	Cluster4
MA_126114g0010	Cluster4
MA_10395713g0020	Cluster4
MA_309453g0010	Cluster4
MA_5303g0010	Cluster4
MA_443982g0010	Cluster4
MA_81221g0010	Cluster4
MA_366011g0010	Cluster4
MA_96778g0010	Cluster4
MA_10427106g0010	Cluster4
MA_3016g0010	Cluster4
MA_774622g0010	Cluster4
MA_161102g0020	Cluster4
MA_587689g0010	Cluster4
MA_323704g0010	Cluster4
MA_934204g0010	Cluster4
MA_1374669g0010	Cluster4
MA_221676g0010	Cluster4
MA_252585g0010	Cluster4
MA_8113344g0010	Cluster4
MA_18343g0020	Cluster4
MA_769953g0020	Cluster4
MA_86963g0020	Cluster4
MA_41844g0010	Cluster4
MA_25251g0020	Cluster4
MA_181061g0010	Cluster4
MA_7591609g0010	Cluster4
MA_10433495g0010	Cluster4
MA_8918g0010	Cluster4
MA_8808784g0010	Cluster4
MA_336238g0010	Cluster4
MA_155662g0010	Cluster4
MA_4313694g0010	Cluster4
MA_569920g0010	Cluster4
MA_10426721g0010	Cluster4
MA_795555g0010	Cluster4
MA_10427388g0010	Cluster4
MA_10436586g0030	Cluster4
MA_157354g0010	Cluster4
MA_10335958g0010	Cluster4
MA_271815g0010	Cluster4
MA_15406g0010	Cluster4
MA_248665g0010	Cluster4
MA_427222g0010	Cluster4
MA_3538445g0010	Cluster4
MA_10433687g0040	Cluster4
MA_2953809g0010	Cluster4
MA_960002g0010	Cluster4
MA_49336g0030	Cluster4
MA_103708g0010	Cluster4
MA_490690g0010	Cluster4
MA_5293931g0010	Cluster4
MA_10402779g0010	Cluster4
MA_7228378g0010	Cluster4
MA_45491g0010	Cluster4
MA_10426957g0010	Cluster4
MA_110379g0010	Cluster4
MA_95689g0010	Cluster4
MA_95753g0010	Cluster4
MA_748465g0010	Cluster4
MA_120728g0010	Cluster4
MA_7622202g0010	Cluster4
MA_94367g0010	Cluster4
MA_182828g0010	Cluster4
MA_30519g0010	Cluster4
MA_167741g0010	Cluster4
MA_73216g0010	Cluster4
MA_10427134g0010	Cluster4
MA_7379835g0010	Cluster4
MA_955041g0010	Cluster4
MA_87748g0010	Cluster4
MA_181556g0010	Cluster4
MA_550900g0010	Cluster4
MA_2215828g0010	Cluster4
MA_9161715g0010	Cluster4
MA_10433137g0010	Cluster4
MA_169231g0010	Cluster4
MA_10427512g0010	Cluster4
MA_82066g0010	Cluster4
MA_10328779g0010	Cluster4
MA_7661214g0010	Cluster4
MA_10432549g0020	Cluster4
MA_8426705g0010	Cluster4
MA_8638764g0010	Cluster4
MA_1746231g0010	Cluster4
MA_6520706g0010	Cluster4
MA_6757638g0010	Cluster4
MA_10431881g0010	Cluster4
MA_90807g0010	Cluster4
MA_10433008g0010	Cluster4
MA_19213g0010	Cluster4
MA_10385884g0010	Cluster4
MA_52257g0010	Cluster4
MA_10430280g0020	Cluster4
MA_92224g0010	Cluster4
MA_60485g0010	Cluster4
MA_10428997g0010	Cluster4
MA_10261393g0010	Cluster4
MA_9608177g0010	Cluster4
MA_5537306g0010	Cluster4
MA_435148g0010	Cluster4
MA_5085355g0010	Cluster4
MA_99221g0010	Cluster4
MA_98g0010	Cluster4
MA_10437028g0010	Cluster4
MA_436410g0010	Cluster4
MA_10277324g0010	Cluster4
MA_10430845g0010	Cluster4
MA_8026143g0010	Cluster4
MA_137650g0010	Cluster4
MA_3635554g0010	Cluster4
MA_91000g0010	Cluster4
MA_10431337g0020	Cluster4
MA_8090526g0010	Cluster4
MA_95907g0010	Cluster4
MA_70113g0010	Cluster4
MA_68869g0010	Cluster4
MA_8502928g0010	Cluster4
MA_4072g0010	Cluster4
MA_415185g0010	Cluster4
MA_9059308g0010	Cluster4
MA_10436441g0020	Cluster4
MA_265609g0010	Cluster4
MA_10428697g0010	Cluster4
MA_8000029g0010	Cluster4
MA_1785579g0010	Cluster4
MA_50652g0010	Cluster4
MA_10431210g0020	Cluster4
MA_4928347g0010	Cluster4
MA_343482g0010	Cluster4
MA_10431897g0010	Cluster4
MA_10436248g0020	Cluster4
MA_10376141g0030	Cluster4
MA_10436259g0010	Cluster4
MA_320558g0010	Cluster4
MA_9061278g0010	Cluster4
MA_10426710g0010	Cluster4
MA_2257986g0010	Cluster4
MA_286548g0010	Cluster4
MA_7491997g0010	Cluster4
MA_10427018g0010	Cluster4
MA_520671g0010	Cluster4
MA_125182g0010	Cluster4
MA_8987634g0010	Cluster4
MA_66021g0010	Cluster4
MA_187865g0010	Cluster4
MA_174370g0020	Cluster4
MA_9919565g0010	Cluster4
MA_1008579g0010	Cluster4
MA_10433666g0010	Cluster4
MA_93485g0010	Cluster4
MA_10434354g0010	Cluster4
MA_10437270g0020	Cluster4
MA_10383431g0010	Cluster4
MA_61094g0010	Cluster4
MA_590240g0010	Cluster4
MA_42401g0010	Cluster4
MA_10287751g0010	Cluster4
MA_7209g0010	Cluster4
MA_9785544g0010	Cluster4
MA_10436477g0020	Cluster4
MA_7862g0010	Cluster4
MA_115332g0010	Cluster4
MA_10434445g0010	Cluster4
MA_14798g0010	Cluster4
MA_697637g0010	Cluster4
MA_10267109g0010	Cluster4
MA_34518g0010	Cluster4
MA_214341g0010	Cluster4
MA_604082g0010	Cluster4
MA_45401g0010	Cluster4
MA_118973g0010	Cluster4
MA_5477g0010	Cluster4
MA_8704697g0010	Cluster4
MA_30601g0010	Cluster4
MA_10432044g0010	Cluster4
MA_83723g0010	Cluster4
MA_7339071g0010	Cluster4
MA_301748g0010	Cluster4
MA_10436058g0010	Cluster4
MA_211093g0010	Cluster4
MA_10429017g0010	Cluster4
MA_4741687g0010	Cluster4
MA_409084g0010	Cluster4
MA_10433331g0010	Cluster4
MA_10428318g0010	Cluster4
MA_375589g0010	Cluster4
MA_9094835g0010	Cluster4
MA_10209801g0010	Cluster4
MA_5111350g0010	Cluster4
MA_8065609g0010	Cluster4
MA_10435153g0010	Cluster4
MA_10435692g0010	Cluster4
MA_10434927g0010	Cluster4
MA_10429018g0020	Cluster4
MA_10436206g0010	Cluster4
MA_10360661g0010	Cluster4
MA_47150g0010	Cluster4
MA_8377331g0010	Cluster4
MA_216032g0010	Cluster4
MA_10307846g0010	Cluster4
MA_2326g0020	Cluster4
MA_10052748g0010	Cluster4
MA_312195g0010	Cluster4
MA_95728g0010	Cluster4
MA_7128934g0010	Cluster4
MA_9690g0010	Cluster4
MA_10435714g0010	Cluster4
MA_867694g0010	Cluster4
MA_10429680g0010	Cluster4
MA_12141g0030	Cluster4
MA_6727255g0010	Cluster4
MA_10428056g0030	Cluster4
MA_8586762g0010	Cluster4
MA_171251g0010	Cluster4
MA_337347g0010	Cluster4
MA_8100072g0010	Cluster4
MA_91889g0010	Cluster4
MA_10436674g0010	Cluster4
MA_6100g0010	Cluster4
MA_10431428g0020	Cluster4
MA_302625g0010	Cluster4
MA_10430789g0010	Cluster4
MA_9056794g0010	Cluster4
MA_10434879g0020	Cluster4
MA_10026071g0010	Cluster4
MA_10348865g0010	Cluster4
MA_10434674g0010	Cluster4
MA_10430088g0010	Cluster4
MA_3795851g0010	Cluster4
MA_7974198g0010	Cluster4
MA_9581g0010	Cluster4
MA_163806g0010	Cluster4
MA_8276g0010	Cluster4
MA_844627g0010	Cluster4
MA_844920g0010	Cluster4
MA_946619g0010	Cluster4
MA_103095g0010	Cluster4
MA_10163919g0010	Cluster4
MA_9058726g0010	Cluster4
MA_8117g0020	Cluster4
MA_7136806g0010	Cluster4
MA_864372g0010	Cluster4
MA_10434764g0010	Cluster4
MA_10430202g0010	Cluster4
MA_6709g0010	Cluster4
MA_2560g0010	Cluster4
MA_10431996g0010	Cluster4
MA_953867g0010	Cluster4
MA_490946g0010	Cluster4
MA_95218g0010	Cluster4
MA_118316g0010	Cluster4
MA_80423g0010	Cluster4
MA_9848g0010	Cluster4
MA_3445307g0010	Cluster4
MA_176321g0010	Cluster4
MA_10428335g0020	Cluster4
MA_13899g0010	Cluster4
MA_13899g0020	Cluster4
MA_10426861g0010	Cluster4
MA_10430681g0010	Cluster4
MA_9861711g0010	Cluster4
MA_154590g0020	Cluster4
MA_20382g0010	Cluster4
MA_195029g0010	Cluster4
MA_6878211g0010	Cluster4
MA_3400914g0010	Cluster4
MA_181296g0010	Cluster4
MA_5581568g0010	Cluster4
MA_512231g0010	Cluster4
MA_354589g0010	Cluster4
MA_10432910g0010	Cluster4
MA_210228g0010	Cluster4
MA_12853g0010	Cluster4
MA_9283206g0010	Cluster4
MA_10095402g0010	Cluster4
MA_195659g0010	Cluster4
MA_109760g0010	Cluster4
MA_10427578g0010	Cluster4
MA_4747g0010	Cluster4
MA_10426008g0010	Cluster4
MA_534737g0010	Cluster4
MA_177993g0010	Cluster4
MA_308986g0010	Cluster4
MA_878966g0020	Cluster4
MA_7859196g0010	Cluster4
MA_2868368g0010	Cluster4
MA_7882370g0010	Cluster4
MA_185513g0010	Cluster4
MA_109588g0010	Cluster4
MA_903812g0010	Cluster4
MA_91847g0010	Cluster4
MA_168485g0020	Cluster4
MA_9542147g0010	Cluster4
MA_132688g0010	Cluster4
MA_86933g0010	Cluster4
MA_9494296g0010	Cluster4
MA_941767g0010	Cluster4
MA_570038g0010	Cluster4
MA_12604g0020	Cluster4
MA_108205g0010	Cluster4
MA_10433919g0010	Cluster4
MA_141192g0010	Cluster4
MA_81888g0010	Cluster4
MA_134404g0010	Cluster4
MA_10436869g0020	Cluster4
MA_6218g0010	Cluster4
MA_202094g0010	Cluster4
MA_921725g0010	Cluster4
MA_128146g0010	Cluster4
MA_10427714g0020	Cluster4
MA_9880354g0010	Cluster4
MA_702104g0010	Cluster4
MA_69293g0010	Cluster4
MA_7312556g0010	Cluster4
MA_466911g0010	Cluster4
MA_137618g0010	Cluster4
MA_293157g0010	Cluster4
MA_495481g0010	Cluster4
MA_392160g0010	Cluster4
MA_846677g0010	Cluster4
MA_198191g0010	Cluster4
MA_113057g0010	Cluster4
MA_9366081g0010	Cluster4
MA_5105g0010	Cluster4
MA_183133g0010	Cluster4
MA_11045g0010	Cluster4
MA_215314g0010	Cluster4
MA_137489g0010	Cluster4
MA_18290g0030	Cluster4
MA_10436608g0010	Cluster4
MA_126300g0010	Cluster4
MA_24601g0010	Cluster4
MA_714382g0010	Cluster4
MA_90836g0010	Cluster4
MA_10437118g0010	Cluster4
MA_7686076g0020	Cluster4
MA_973526g0010	Cluster4
MA_10433660g0010	Cluster4
MA_10437041g0010	Cluster4
MA_5368726g0010	Cluster4
MA_34105g0010	Cluster4
MA_26016g0010	Cluster4
MA_1288g0010	Cluster4
MA_10428279g0010	Cluster4
MA_10318544g0010	Cluster4
MA_48600g0010	Cluster4
MA_103288g0010	Cluster4
MA_189978g0010	Cluster4
MA_9166535g0010	Cluster4
MA_10431959g0010	Cluster4
MA_10429878g0010	Cluster4
MA_141590g0010	Cluster4
MA_614794g0010	Cluster4
MA_486599g0010	Cluster4
MA_4168188g0010	Cluster4
MA_7172738g0010	Cluster4
MA_5843863g0010	Cluster4
MA_180244g0010	Cluster4
MA_10430043g0010	Cluster4
MA_84252g0010	Cluster4
MA_77020g0010	Cluster4
MA_9583350g0010	Cluster4
MA_204088g0010	Cluster4
MA_107443g0010	Cluster4
MA_10432101g0010	Cluster4
MA_10303853g0010	Cluster4
MA_10435007g0010	Cluster4
MA_7644388g0010	Cluster4
MA_7543424g0010	Cluster4
MA_10030828g0010	Cluster4
MA_348955g0010	Cluster4
MA_196188g0010	Cluster4
MA_9218716g0010	Cluster4
MA_10427150g0010	Cluster4
MA_8582952g0010	Cluster4
MA_5286759g0010	Cluster4
MA_20073g0020	Cluster4
MA_10433293g0010	Cluster4
MA_10427637g0010	Cluster4
MA_10428965g0010	Cluster4
MA_896665g0010	Cluster4
MA_17525g0010	Cluster4
MA_10114924g0010	Cluster4
MA_10430512g0010	Cluster4
MA_78908g0010	Cluster4
MA_10238123g0010	Cluster4
MA_10433810g0010	Cluster4
MA_10436998g0010	Cluster4
MA_10083770g0010	Cluster4
MA_210232g0010	Cluster4
MA_10427923g0010	Cluster4
MA_7788g0010	Cluster4
MA_9020289g0010	Cluster4
MA_10431067g0010	Cluster4
MA_9958278g0010	Cluster4
MA_3674500g0010	Cluster4
MA_8268815g0010	Cluster4
MA_81717g0010	Cluster4
MA_30350g0010	Cluster4
MA_10436371g0010	Cluster4
MA_10437257g0010	Cluster4
MA_513771g0010	Cluster4
MA_777544g0010	Cluster4
MA_35405g0010	Cluster4
MA_182836g0010	Cluster4
MA_6325189g0010	Cluster4
MA_10433907g0020	Cluster4
MA_9320373g0010	Cluster4
MA_10338313g0020	Cluster4
MA_342412g0010	Cluster4
MA_111335g0010	Cluster4
MA_959962g0010	Cluster4
MA_164719g0010	Cluster4
MA_6419015g0010	Cluster4
MA_281268g0010	Cluster4
MA_10426077g0010	Cluster4
MA_899993g0010	Cluster4
MA_7089236g0010	Cluster4
MA_405456g0020	Cluster4
MA_357706g0010	Cluster4
MA_538131g0010	Cluster4
MA_10434318g0010	Cluster4
MA_682319g0010	Cluster4
MA_906724g0010	Cluster4
MA_39423g0020	Cluster4
MA_10435431g0010	Cluster4
MA_124049g0010	Cluster4
MA_24423g0010	Cluster4
MA_178792g0010	Cluster4
MA_10433771g0030	Cluster4
MA_1390190g0010	Cluster4
MA_3983074g0010	Cluster4
MA_318998g0010	Cluster4
MA_10436396g0020	Cluster4
MA_10436473g0010	Cluster4
MA_10433215g0020	Cluster4
MA_10428620g0010	Cluster4
MA_9935782g0010	Cluster4
MA_193359g0010	Cluster4
MA_641648g0010	Cluster4
MA_36888g0010	Cluster4
MA_7788600g0010	Cluster4
MA_867493g0010	Cluster4
MA_191994g0010	Cluster4
MA_241151g0010	Cluster4
MA_10436820g0030	Cluster4
MA_2995g0020	Cluster4
MA_32780g0010	Cluster4
MA_388551g0010	Cluster4
MA_98338g0010	Cluster4
MA_348371g0010	Cluster4
MA_166818g0010	Cluster4
MA_163198g0030	Cluster4
MA_104020g0030	Cluster4
MA_10132762g0010	Cluster4
MA_10437246g0030	Cluster4
MA_10345927g0020	Cluster4
MA_10430872g0010	Cluster4
MA_10436003g0010	Cluster4
MA_68001g0010	Cluster4
MA_222243g0010	Cluster4
MA_349745g0010	Cluster4
MA_24945g0010	Cluster4
MA_60513g0010	Cluster4
MA_10428899g0030	Cluster4
MA_10435285g0010	Cluster4
MA_10203758g0010	Cluster4
MA_611292g0010	Cluster4
MA_10430396g0010	Cluster4
MA_440480g0010	Cluster4
MA_217540g0010	Cluster4
MA_10427342g0020	Cluster4
MA_10433373g0020	Cluster4
MA_10426564g0020	Cluster4
MA_10430139g0010	Cluster4
MA_590299g0010	Cluster4
MA_335595g0010	Cluster4
MA_108007g0020	Cluster4
MA_77265g0010	Cluster4
MA_725251g0010	Cluster4
MA_205795g0010	Cluster4
MA_10436860g0020	Cluster4
MA_7828491g0010	Cluster4
MA_199183g0010	Cluster4
MA_167838g0010	Cluster4
MA_4982065g0010	Cluster4
MA_173281g0010	Cluster4
MA_206281g0010	Cluster4
MA_786318g0010	Cluster4
MA_45931g0010	Cluster4
MA_10436548g0010	Cluster4
MA_10434676g0010	Cluster4
MA_182322g0010	Cluster4
MA_10377283g0010	Cluster4
MA_10433449g0010	Cluster4
MA_10431571g0010	Cluster4
MA_8638566g0010	Cluster4
MA_42083g0010	Cluster4
MA_1119893g0010	Cluster4
MA_127542g0010	Cluster4
MA_10341163g0020	Cluster4
MA_8814783g0010	Cluster4
MA_10435473g0020	Cluster4
MA_89582g0010	Cluster4
MA_10230048g0010	Cluster4
MA_401018g0010	Cluster4
MA_10340679g0010	Cluster4
MA_3438679g0010	Cluster4
MA_484826g0010	Cluster4
MA_172611g0010	Cluster4
MA_10426993g0010	Cluster4
MA_10292623g0010	Cluster4
MA_10428139g0010	Cluster4
MA_7366369g0010	Cluster4
MA_10428776g0010	Cluster4
MA_37965g0020	Cluster4
MA_2986g0010	Cluster4
MA_31141g0010	Cluster4
MA_10348168g0010	Cluster4
MA_10427464g0040	Cluster4
MA_10432933g0010	Cluster4
MA_9802618g0010	Cluster4
MA_96489g0010	Cluster4
MA_393542g0010	Cluster4
MA_10433603g0010	Cluster4
MA_10328545g0010	Cluster4
MA_296679g0010	Cluster4
MA_103880g0010	Cluster4
MA_8438880g0010	Cluster4
MA_218141g0010	Cluster4
MA_22874g0010	Cluster4
MA_10429570g0010	Cluster4
MA_166399g0010	Cluster4
MA_9363318g0010	Cluster4
MA_40164g0010	Cluster4
MA_186321g0010	Cluster4
MA_9725777g0030	Cluster4
MA_420205g0010	Cluster4
MA_177789g0020	Cluster4
MA_6348298g0010	Cluster4
MA_11g0010	Cluster4
MA_14874g0010	Cluster4
MA_10432930g0010	Cluster4
MA_10430316g0020	Cluster4
MA_100742g0020	Cluster4
MA_5497g0010	Cluster4
MA_80423g0020	Cluster4
MA_422950g0010	Cluster4
MA_9140722g0010	Cluster4
MA_10436598g0010	Cluster4
MA_10434681g0010	Cluster4
MA_834680g0010	Cluster4
MA_13321g0030	Cluster4
MA_118751g0010	Cluster4
MA_8649439g0010	Cluster4
MA_827530g0010	Cluster4
MA_176668g0010	Cluster4
MA_188833g0010	Cluster4
MA_134007g0010	Cluster4
MA_1836g0010	Cluster4
MA_4340475g0010	Cluster4
MA_11473g0010	Cluster4
MA_232678g0010	Cluster4
MA_910302g0010	Cluster4
MA_10437246g0020	Cluster4
MA_64485g0010	Cluster4
MA_10436088g0010	Cluster4
MA_503923g0010	Cluster4
MA_16143g0010	Cluster4
MA_10430712g0020	Cluster4
MA_132673g0020	Cluster4
MA_7978314g0010	Cluster4
MA_200295g0010	Cluster4
MA_185294g0020	Cluster4
MA_944445g0010	Cluster4
MA_10434847g0010	Cluster4
MA_742951g0010	Cluster4
MA_10264739g0010	Cluster4
MA_506414g0010	Cluster4
MA_449338g0010	Cluster4
MA_4566g0010	Cluster4
MA_751839g0010	Cluster4
MA_10435533g0010	Cluster4
MA_10436285g0010	Cluster4
MA_451765g0010	Cluster4
MA_7879087g0010	Cluster4
MA_71572g0010	Cluster4
MA_262326g0010	Cluster4
MA_10434884g0010	Cluster4
MA_10432132g0010	Cluster4
MA_3037016g0010	Cluster4
MA_41646g0010	Cluster4
MA_9368311g0010	Cluster4
MA_178522g0010	Cluster4
MA_2457926g0010	Cluster4
MA_10430717g0010	Cluster4
MA_163915g0010	Cluster4
MA_371156g0010	Cluster4
MA_7875831g0010	Cluster4
MA_10431584g0010	Cluster4
MA_3928558g0010	Cluster4
MA_762836g0010	Cluster4
MA_163735g0010	Cluster4
MA_10432843g0010	Cluster4
MA_46583g0010	Cluster4
MA_7156237g0010	Cluster4
MA_10430580g0010	Cluster4
MA_67556g0010	Cluster4
MA_10433122g0010	Cluster4
MA_407396g0010	Cluster4
MA_10427423g0010	Cluster4
MA_10429836g0010	Cluster4
MA_197953g0010	Cluster4
MA_6816g0010	Cluster4
MA_10220107g0010	Cluster4
MA_65926g0010	Cluster4
MA_97322g0010	Cluster4
MA_10436809g0010	Cluster4
MA_128611g0010	Cluster4
MA_10429638g0010	Cluster4
MA_79374g0010	Cluster4
MA_12059g0010	Cluster4
MA_10350498g0010	Cluster4
MA_7753240g0010	Cluster4
MA_14737g0010	Cluster4
MA_3705655g0010	Cluster4
MA_9060799g0010	Cluster4
MA_21496g0010	Cluster4
MA_8898824g0010	Cluster4
MA_17834g0010	Cluster4
MA_10431091g0010	Cluster4
MA_9026251g0010	Cluster4
MA_200337g0010	Cluster4
MA_37504g0010	Cluster4
MA_5168g0010	Cluster4
MA_185911g0010	Cluster4
MA_775651g0010	Cluster4
MA_10433191g0010	Cluster4
MA_376557g0010	Cluster4
MA_511739g0010	Cluster4
MA_678363g0010	Cluster4
MA_16505g0010	Cluster4
MA_269171g0010	Cluster4
MA_10429946g0010	Cluster4
MA_17720g0010	Cluster4
MA_10210275g0010	Cluster4
MA_63326g0010	Cluster4
MA_961185g0010	Cluster4
MA_10432875g0030	Cluster4
MA_6670968g0010	Cluster4
MA_27895g0010	Cluster4
MA_10357492g0010	Cluster4
MA_10123530g0010	Cluster4
MA_101580g0010	Cluster4
MA_1119443g0010	Cluster4
MA_768428g0010	Cluster4
MA_7702134g0010	Cluster4
MA_14475g0010	Cluster4
MA_10435882g0010	Cluster4
MA_10433989g0020	Cluster4
MA_10272379g0010	Cluster4
MA_8962015g0010	Cluster4
MA_10433070g0010	Cluster4
MA_6585587g0010	Cluster4
MA_9411466g0010	Cluster4
MA_4495g0010	Cluster4
MA_9675401g0010	Cluster4
MA_10427776g0010	Cluster4
MA_98943g0010	Cluster4
MA_10303432g0010	Cluster4
MA_10429532g0010	Cluster4
MA_60583g0010	Cluster4
MA_10436272g0010	Cluster4
MA_9974566g0010	Cluster4
MA_10284429g0010	Cluster4
MA_128457g0010	Cluster4
MA_10433285g0010	Cluster4
MA_137025g0010	Cluster4
MA_312116g0010	Cluster4
MA_8813589g0010	Cluster4
MA_9175507g0010	Cluster4
MA_587488g0010	Cluster4
MA_41932g0010	Cluster4
MA_7164271g0010	Cluster4
MA_9236893g0010	Cluster4
MA_172400g0010	Cluster4
MA_10434024g0010	Cluster4
MA_107308g0010	Cluster4
MA_99789g0010	Cluster4
MA_9501737g0010	Cluster4
MA_115019g0010	Cluster4
MA_45153g0010	Cluster4
MA_670512g0010	Cluster4
MA_2061454g0010	Cluster4
MA_57007g0010	Cluster4
MA_335048g0010	Cluster4
MA_180282g0010	Cluster4
MA_509153g0010	Cluster4
MA_20154g0020	Cluster4
MA_9219145g0010	Cluster4
MA_866g0030	Cluster4
MA_490176g0010	Cluster4
MA_868116g0010	Cluster4
MA_12996g0010	Cluster4
MA_10436415g0010	Cluster3
MA_10434622g0020	Cluster3
MA_90653g0010	Cluster3
MA_62008g0010	Cluster3
MA_10436312g0010	Cluster3
MA_710181g0010	Cluster3
MA_58098g0010	Cluster3
MA_18089g0010	Cluster3
MA_33057g0010	Cluster3
MA_10434609g0020	Cluster3
MA_286708g0010	Cluster3
MA_66348g0010	Cluster3
MA_135948g0010	Cluster3
MA_7999996g0010	Cluster3
MA_84366g0010	Cluster3
MA_478906g0010	Cluster3
MA_141g0010	Cluster3
MA_7233g0020	Cluster3
MA_68149g0010	Cluster3
MA_1610g0010	Cluster3
MA_10430807g0030	Cluster3
MA_53450g0010	Cluster3
MA_10435764g0010	Cluster3
MA_261860g0010	Cluster3
MA_9373163g0010	Cluster3
MA_113140g0010	Cluster3
MA_939638g0010	Cluster3
MA_116552g0010	Cluster3
MA_2087g0010	Cluster3
MA_759169g0010	Cluster3
MA_818740g0010	Cluster3
MA_129917g0010	Cluster3
MA_9395g0010	Cluster3
MA_115537g0010	Cluster3
MA_18633g0010	Cluster3
MA_12969g0010	Cluster3
MA_24476g0010	Cluster3
MA_10433135g0020	Cluster3
MA_111938g0010	Cluster3
MA_115621g0010	Cluster3
MA_7181516g0010	Cluster3
MA_92733g0010	Cluster3
MA_503451g0010	Cluster3
MA_922767g0010	Cluster3
MA_130934g0010	Cluster3
MA_10435761g0010	Cluster3
MA_9068901g0010	Cluster3
MA_93945g0010	Cluster3
MA_99945g0010	Cluster3
MA_21627g0010	Cluster3
MA_10436982g0010	Cluster3
MA_136449g0010	Cluster3
MA_10435761g0020	Cluster3
MA_66808g0010	Cluster3
MA_97722g0010	Cluster3
MA_16677g0010	Cluster3
MA_68149g0020	Cluster3
MA_1521g0010	Cluster3
MA_10437060g0020	Cluster3
MA_66255g0010	Cluster3
MA_10428102g0010	Cluster3
MA_10037718g0010	Cluster3
MA_34759g0010	Cluster3
MA_10862g0010	Cluster3
